no,timestamp,teks,teks_processed,tokens,matched_words,unmatched_words,removed_words
1,2016-12-30T06:37:56.000Z,ADIL loh utk yg punya kebijakan publik negara Ingat yg ini!!!,ADIL loh untuk yang punya kebijakan publik negara ingat yang ini ! !,"['ADIL', 'loh', 'untuk', 'yang', 'punya', 'kebijakan', 'publik', 'negara', 'ingat', 'yang', 'ini', '!', '!']","['ADIL', 'punya', 'kebijakan', 'ingat']","['untuk', 'yang', 'yang', 'ini']","['loh', 'publik', 'negara', '!', '!']"
2,2016-12-30T06:30:36.000Z,Tertibkan Media Online DPR Pemerintah Jangan Sporadis Apalagi Selektif Hanya kepada Media yang Berseberangan,tertib media online DPR pemerintah jangan sporadis apalagi selektif hanya kepada media yang bersebrangan,"['tertib', 'media', 'online', 'DPR', 'pemerintah', 'jangan', 'sporadis', 'apalagi', 'selektif', 'hanya', 'kepada', 'media', 'yang', 'bersebrangan']","['tertib', 'DPR', 'pemerintah', 'jangan', 'sporadis', 'selektif', 'hanya']",['yang'],"['media', 'online', 'apalagi', 'kepada', 'media', 'bersebrangan']"
3,2016-12-30T04:48:35.000Z,harus dievaluasi lg kebijakan bebas visa trutama utk negara tiongkok pak!! bahaya tersembunyi martabat RI,harus evaluasi lagi kebijakan bebas visa utama untuk negara tiongkok pak ! ! bahaya sembunyi martabat RI,"['harus', 'evaluasi', 'lagi', 'kebijakan', 'bebas', 'visa', 'utama', 'untuk', 'negara', 'tiongkok', 'pak', '!', '!', 'bahaya', 'sembunyi', 'martabat', 'RI']","['harus', 'lagi', 'kebijakan', 'bebas', 'bahaya', 'martabat']",['untuk'],"['evaluasi', 'visa', 'utama', 'negara', 'tiongkok', 'pak', '!', '!', 'sembunyi', 'RI']"
4,2016-12-30T04:21:40.000Z,jangan ngambang aturan logis apa undang undang,jangan ngambang pengaturan logis apa undang undang,"['jangan', 'ngambang', 'pengaturan', 'logis', 'apa', 'undang', 'undang']","['jangan', 'undang', 'undang']",['apa'],"['ngambang', 'pengaturan', 'logis']"
5,2016-12-30T02:36:13.000Z,Kebebasan bersuara berpendapat memang dijamin UU Namun kebebasan tersebut tdk harus kebablasan sehingga menabrak aturan aturan logis,bebas suara dapat memang jamin UU tetapi bebas sebut tidak harus bablas sehingga tabrak pengaturan pengaturan logis,"['bebas', 'suara', 'dapat', 'memang', 'jamin', 'UU', 'tetapi', 'bebas', 'sebut', 'tidak', 'harus', 'bablas', 'sehingga', 'tabrak', 'pengaturan', 'pengaturan', 'logis']","['bebas', 'suara', 'dapat', 'memang', 'jamin', 'UU', 'bebas', 'tidak', 'harus', 'bablas', 'tabrak']",['tetapi'],"['sebut', 'sehingga', 'pengaturan', 'pengaturan', 'logis']"
6,2016-12-30T02:52:25.000Z,Anggota Komisi IX DPR Okky Asokawati Evaluasi dan Moratorium Kebijakan Bebas Visa,anggota komisi IX DPR okky asokawati evaluasi dan moratorium kebijakan bebas visa,"['anggota', 'komisi', 'IX', 'DPR', 'okky', 'asokawati', 'evaluasi', 'dan', 'moratorium', 'kebijakan', 'bebas', 'visa']","['anggota', 'komisi', 'DPR', 'moratorium', 'kebijakan', 'bebas']",['dan'],"['IX', 'okky', 'asokawati', 'evaluasi', 'visa']"
7,2016-12-30T01:18:56.000Z,Anggota DPR RI Komisi II Dari Fraksi NasDem Gelar Reses di Lampura lewat Dinamika Lampung,anggota DPR RI komisi II dari partai nasdem gelar reses di lampura lewat dinamika lampung,"['anggota', 'DPR', 'RI', 'komisi', 'II', 'dari', 'partai', 'nasdem', 'gelar', 'reses', 'di', 'lampura', 'lewat', 'dinamika', 'lampung']","['anggota', 'DPR', 'komisi', 'gelar', 'reses', 'lewat', 'dinamika']","['dari', 'di']","['RI', 'II', 'partai', 'nasdem', 'lampura', 'lampung']"
8,2016-12-30T00:50:51.000Z,Wapres Minta Kebijakan Bebas Visa Dievaluasi csps policy,wapres minta kebijakan bebas visa evaluasi csps policy,"['wapres', 'minta', 'kebijakan', 'bebas', 'visa', 'evaluasi', 'csps', 'policy']","['minta', 'kebijakan', 'bebas']",[],"['wapres', 'visa', 'evaluasi', 'csps', 'policy']"
9,2016-12-29T16:20:02.000Z,Asal Sesuai Undang Undang Anggota DPR Ini Setuju Usul Duterte,asal sesuai undang undang anggota DPR ini tuju usul duterte,"['asal', 'sesuai', 'undang', 'undang', 'anggota', 'DPR', 'ini', 'tuju', 'usul', 'duterte']","['sesuai', 'undang', 'undang', 'anggota', 'DPR', 'tuju', 'usul']",['ini'],"['asal', 'duterte']"
10,2016-12-29T11:52:05.000Z,Saat memberikan makanan bergizi bantuan Kemenkes RI untuk balita di bbrp wil di DIY Reses,saat beri makanan gizi bantu kemenkes RI untuk balita di beberapa wil di DIY reses,"['saat', 'beri', 'makanan', 'gizi', 'bantu', 'kemenkes', 'RI', 'untuk', 'balita', 'di', 'beberapa', 'wil', 'di', 'DIY', 'reses']","['beri', 'makanan', 'bantu', 'reses']","['untuk', 'di', 'di']","['saat', 'gizi', 'kemenkes', 'RI', 'balita', 'beberapa', 'wil', 'DIY']"
11,2016-12-29T11:42:17.000Z,Saat bertemu Kel Ternak Gemah Ripah dan KUB Sido Makmur di Kulon Progo yg trm UPPO Rp jt Reses,saat temu keluarga ternak gemah ripah dan KUB sido makmur di kulon progo yang trm UPPO rp juta reses,"['saat', 'temu', 'keluarga', 'ternak', 'gemah', 'ripah', 'dan', 'KUB', 'sido', 'makmur', 'di', 'kulon', 'progo', 'yang', 'trm', 'UPPO', 'rp', 'juta', 'reses']","['temu', 'keluarga', 'makmur', 'juta', 'reses']","['dan', 'di', 'yang']","['saat', 'ternak', 'gemah', 'ripah', 'KUB', 'sido', 'kulon', 'progo', 'trm', 'UPPO', 'rp']"
12,2016-12-29T11:35:55.000Z,Turba ke Masjid Baiturrochman Kulon Progo yg Pernah Terima Bantuan PKBL BRI Rp Juta reses,turba ke masjid baiturrochman kulon progo yang pernah terima bantu PKBL BRI rp juta reses,"['turba', 'ke', 'masjid', 'baiturrochman', 'kulon', 'progo', 'yang', 'pernah', 'terima', 'bantu', 'PKBL', 'BRI', 'rp', 'juta', 'reses']","['masjid', 'terima', 'bantu', 'juta', 'reses']","['ke', 'yang']","['turba', 'baiturrochman', 'kulon', 'progo', 'pernah', 'PKBL', 'BRI', 'rp']"
13,2016-12-29T08:51:26.000Z,kebijakan yang salah mengawasi,kebijakan yang salah awas,"['kebijakan', 'yang', 'salah', 'awas']","['kebijakan', 'salah', 'awas']",['yang'],[]
14,2016-12-29T07:01:33.000Z,Sidang Rapat Paripurna PAW Tiga Anggota DPR Aceh Diganti,sidang rapat paripurna PAW tiga anggota DPR aceh ganti,"['sidang', 'rapat', 'paripurna', 'PAW', 'tiga', 'anggota', 'DPR', 'aceh', 'ganti']","['sidang', 'rapat', 'paripurna', 'anggota', 'DPR', 'ganti']",[],"['PAW', 'tiga', 'aceh']"
15,2016-12-29T03:36:27.000Z,Butuh kebijakan konkret untuk mengeksplorasi EnergiPanasBumi untuk kebutuhan listrik nasional yang semakin meningkat,butuh kebijakan konkret untuk eksplorasi energipanasbumi untuk butuh listrik nasional yang makin tingkat,"['butuh', 'kebijakan', 'konkret', 'untuk', 'eksplorasi', 'energipanasbumi', 'untuk', 'butuh', 'listrik', 'nasional', 'yang', 'makin', 'tingkat']","['butuh', 'kebijakan', 'konkret', 'eksplorasi', 'butuh', 'makin', 'tingkat']","['untuk', 'untuk', 'yang']","['energipanasbumi', 'listrik', 'nasional']"
16,2016-12-29T03:14:38.000Z,Mr Sandi CA mohon bantuan utk tanda tangani Petisi Ke Ketua dan Wkl Ketua DPR Salam Profesional,mr sandi CA mohon bantu untuk tanda tangan petisi ke ketua dan wkl ketua DPR salam profesional,"['mr', 'sandi', 'CA', 'mohon', 'bantu', 'untuk', 'tanda', 'tangan', 'petisi', 'ke', 'ketua', 'dan', 'wkl', 'ketua', 'DPR', 'salam', 'profesional']","['mohon', 'bantu', 'tanda', 'tangan', 'DPR']","['untuk', 'ke', 'dan']","['mr', 'sandi', 'CA', 'petisi', 'ketua', 'wkl', 'ketua', 'salam', 'profesional']"
17,2016-12-29T00:49:57.000Z,Pagi all tiada yang lebih baik dari silaturrahim dengan konstituen Tetap menyambangi rakyat Edisi Reses,pagi all tiada yang lebih baik dari silaturrahim dengan konstituen tetap sambang rakyat edisi reses,"['pagi', 'all', 'tiada', 'yang', 'lebih', 'baik', 'dari', 'silaturrahim', 'dengan', 'konstituen', 'tetap', 'sambang', 'rakyat', 'edisi', 'reses']","['pagi', 'tiada', 'lebih', 'baik', 'tetap', 'sambang', 'rakyat', 'reses']","['yang', 'dari', 'dengan']","['all', 'silaturrahim', 'konstituen', 'edisi']"
18,2016-12-28T12:33:03.000Z,Anggota Komisi II DPR RI Hetifah Gelar Reses di Kabupaten Berau,anggota komisi II DPR RI hetifah gelar reses di kabupaten rau,"['anggota', 'komisi', 'II', 'DPR', 'RI', 'hetifah', 'gelar', 'reses', 'di', 'kabupaten', 'rau']","['anggota', 'komisi', 'DPR', 'gelar', 'reses']",['di'],"['II', 'RI', 'hetifah', 'kabupaten', 'rau']"
19,2016-12-28T11:56:37.000Z,Reses Anggota DPR RI Viktor Bungtilu Laiskodat di Desa Merbaun Tofa Kec Amarasi Barat Kab Kupang NTT,reses anggota DPR RI viktor bungtilu laiskodat di desa merbaun tofa kec amarasi barat kab kupang NTT,"['reses', 'anggota', 'DPR', 'RI', 'viktor', 'bungtilu', 'laiskodat', 'di', 'desa', 'merbaun', 'tofa', 'kec', 'amarasi', 'barat', 'kab', 'kupang', 'NTT']","['reses', 'anggota', 'DPR']",['di'],"['RI', 'viktor', 'bungtilu', 'laiskodat', 'desa', 'merbaun', 'tofa', 'kec', 'amarasi', 'barat', 'kab', 'kupang', 'NTT']"
20,2016-12-28T05:26:34.000Z,Ketua Panja RUU Revisi ITE TB Hasanuddin sampaikan muatan materi UU Perubahan UU ITE,ketua panja RUU revisi ITE TB hasanuddin sampai muat materi UU ubah UU ITE,"['ketua', 'panja', 'RUU', 'revisi', 'ITE', 'TB', 'hasanuddin', 'sampai', 'muat', 'materi', 'UU', 'ubah', 'UU', 'ITE']","['panja', 'RUU', 'revisi', 'sampai', 'UU', 'UU']",[],"['ketua', 'ITE', 'TB', 'hasanuddin', 'muat', 'materi', 'ubah', 'ITE']"
21,2016-12-28T03:55:30.000Z,Gelar Peringatan Maulid Nabi dan Reses Anggota DPR RI Komisi VIII klik,gelar ingat maulid nabi dan reses anggota DPR RI komisi VII klik,"['gelar', 'ingat', 'maulid', 'nabi', 'dan', 'reses', 'anggota', 'DPR', 'RI', 'komisi', 'VII', 'klik']","['gelar', 'ingat', 'nabi', 'reses', 'anggota', 'DPR', 'komisi']",['dan'],"['maulid', 'RI', 'VII', 'klik']"
22,2016-12-27T16:01:19.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang,"['reses', 'di', 'sinjai', 'DPR', 'RI', 'pusat', 'serap', 'aspirasi', 'warga', 'desa', 'saukang']","['reses', 'DPR', 'pusat', 'aspirasi']",['di'],"['sinjai', 'RI', 'serap', 'warga', 'desa', 'saukang']"
23,2016-12-27T15:50:22.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang via,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang via,"['reses', 'di', 'sinjai', 'DPR', 'RI', 'pusat', 'serap', 'aspirasi', 'warga', 'desa', 'saukang', 'via']","['reses', 'DPR', 'pusat', 'aspirasi']",['di'],"['sinjai', 'RI', 'serap', 'warga', 'desa', 'saukang', 'via']"
24,2016-12-27T14:37:18.000Z,Anggota DPR RI EE Mangindaan Manfaatkan Massa Reses di Desa Esandom Minahasa Tenggara,anggota DPR RI EE mangindaan manfaat rakyat reses di desa esandom minahasa tenggara,"['anggota', 'DPR', 'RI', 'EE', 'mangindaan', 'manfaat', 'rakyat', 'reses', 'di', 'desa', 'esandom', 'minahasa', 'tenggara']","['anggota', 'DPR', 'manfaat', 'rakyat', 'reses']",['di'],"['RI', 'EE', 'mangindaan', 'desa', 'esandom', 'minahasa', 'tenggara']"
25,2016-12-27T07:13:56.000Z,Demikian ulasan singkat tentang Masa Reses DPR semoga bermanfaat bagi kita semua ResesDPR,demikian ulas singkat tentang masa reses DPR moga manfaat bagi kita semua resesdpr,"['demikian', 'ulas', 'singkat', 'tentang', 'masa', 'reses', 'DPR', 'moga', 'manfaat', 'bagi', 'kita', 'semua', 'resesdpr']","['singkat', 'tentang', 'reses', 'DPR', 'moga', 'manfaat', 'bagi', 'semua']",[],"['demikian', 'ulas', 'masa', 'kita', 'resesdpr']"
26,2016-12-27T07:08:59.000Z,Masa Reses ini diharapkan dapat dimanfaatkan dengan maksimal oleh masyarakat untuk menyampaikan aspirasi pembangunan daerahnya ResesDPR,masa reses ini harap dapat manfaat dengan maksimal oleh masyarakat untuk sampai aspirasi pembangunan daerah resesdpr,"['masa', 'reses', 'ini', 'harap', 'dapat', 'manfaat', 'dengan', 'maksimal', 'oleh', 'masyarakat', 'untuk', 'sampai', 'aspirasi', 'pembangunan', 'daerah', 'resesdpr']","['reses', 'harap', 'dapat', 'manfaat', 'maksimal', 'sampai', 'aspirasi']","['ini', 'dengan', 'oleh', 'untuk']","['masa', 'masyarakat', 'pembangunan', 'daerah', 'resesdpr']"
27,2016-12-27T07:07:13.000Z,Yg perlu diingat kita pahami bersama bahwa DPR bukanlah eksekutor jadi temuan selama Masa Reses ditindaklanjuti sesuai mekanisme ResesDPR,yang perlu ingat kita paham sama bahwa DPR bukan eksekutor jadi temu lama masa reses ditindaklanjuti sesuai mekanisme resesdpr,"['yang', 'perlu', 'ingat', 'kita', 'paham', 'sama', 'bahwa', 'DPR', 'bukan', 'eksekutor', 'jadi', 'temu', 'lama', 'masa', 'reses', 'ditindaklanjuti', 'sesuai', 'mekanisme', 'resesdpr']","['perlu', 'ingat', 'sama', 'DPR', 'bukan', 'jadi', 'temu', 'lama', 'reses', 'sesuai']",['yang'],"['kita', 'paham', 'bahwa', 'eksekutor', 'masa', 'ditindaklanjuti', 'mekanisme', 'resesdpr']"
28,2016-12-27T07:06:25.000Z,Berdasarkan Tatib DPR Pasal ayat hasil Reses tersebut dilaporkan secara tertulis oleh Anggota kepada Fraksi masing masing ResesDPR,dasar tatib DPR pasal ayat hasil reses sebut lapor cara tulis oleh anggota kepada partai masing masing resesdpr,"['dasar', 'tatib', 'DPR', 'pasal', 'ayat', 'hasil', 'reses', 'sebut', 'lapor', 'cara', 'tulis', 'oleh', 'anggota', 'kepada', 'partai', 'masing', 'masing', 'resesdpr']","['DPR', 'pasal', 'ayat', 'hasil', 'reses', 'lapor', 'anggota']",['oleh'],"['dasar', 'tatib', 'sebut', 'cara', 'tulis', 'kepada', 'partai', 'masing', 'masing', 'resesdpr']"
29,2016-12-27T07:06:11.000Z,Kegiatan reses para Anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas ResesDPR,giat reses para anggota DPR pelaksanaan cara transparan dan ada pertanggungjawaban yang jelas resesdpr,"['giat', 'reses', 'para', 'anggota', 'DPR', 'pelaksanaan', 'cara', 'transparan', 'dan', 'ada', 'pertanggungjawaban', 'yang', 'jelas', 'resesdpr']","['reses', 'para', 'anggota', 'DPR', 'pelaksanaan', 'transparan', 'ada', 'jelas']","['dan', 'yang']","['giat', 'cara', 'pertanggungjawaban', 'resesdpr']"
30,2016-12-27T07:05:57.000Z,Pada Masa Persidangan aspirasi masukan masyarakat selama Masa Reses akan disampaikan dibahas dg pemerintah saat Rapat Kerja ResesDPR,pada masa sidang aspirasi masuk masyarakat lama masa reses akan sampai bahas dengan pemerintah saat rapat kerja resesdpr,"['pada', 'masa', 'sidang', 'aspirasi', 'masuk', 'masyarakat', 'lama', 'masa', 'reses', 'akan', 'sampai', 'bahas', 'dengan', 'pemerintah', 'saat', 'rapat', 'kerja', 'resesdpr']","['sidang', 'aspirasi', 'masuk', 'lama', 'reses', 'sampai', 'bahas', 'pemerintah', 'rapat', 'kerja']","['pada', 'dengan']","['masa', 'masyarakat', 'masa', 'akan', 'saat', 'resesdpr']"
31,2016-12-27T07:05:31.000Z,Pada Masa Reses DPR melaksanakan tugas menyerap aspirasi masyarakat yang terkait dengan pelaksanaan fungsi dan tugas DPR ResesDPR,pada masa reses DPR laksana tugas serap aspirasi masyarakat yang kait dengan laksana fungsi dan tugas DPR resesdpr,"['pada', 'masa', 'reses', 'DPR', 'laksana', 'tugas', 'serap', 'aspirasi', 'masyarakat', 'yang', 'kait', 'dengan', 'laksana', 'fungsi', 'dan', 'tugas', 'DPR', 'resesdpr']","['reses', 'DPR', 'tugas', 'aspirasi', 'kait', 'tugas', 'DPR']","['pada', 'yang', 'dengan', 'dan']","['masa', 'laksana', 'serap', 'masyarakat', 'laksana', 'fungsi', 'resesdpr']"
32,2016-12-27T07:05:16.000Z,Masa Reses sendiri tertuang dalam UU MD No dan Peraturan DPR No tentang Tata Tertib DPR ResesDPR,masa reses sendiri tuang dalam UU MD no dan pengaturan DPR no tentang tata tertib DPR resesdpr,"['masa', 'reses', 'sendiri', 'tuang', 'dalam', 'UU', 'MD', 'no', 'dan', 'pengaturan', 'DPR', 'no', 'tentang', 'tata', 'tertib', 'DPR', 'resesdpr']","['reses', 'sendiri', 'dalam', 'UU', 'DPR', 'tentang', 'tata', 'tertib', 'DPR']",['dan'],"['masa', 'tuang', 'MD', 'no', 'pengaturan', 'no', 'resesdpr']"
33,2016-12-27T07:05:01.000Z,Masa Reses bukan berarti para Anggota DPR tidak bekerja namuan aktivitasnya dilakukan di daerah terutama di daerah pemilihannya ResesDPR,masa reses bukan arti para anggota DPR tidak kerja namuan aktivitas pelaksanaan di daerah utama di daerah pilih resesdpr,"['masa', 'reses', 'bukan', 'arti', 'para', 'anggota', 'DPR', 'tidak', 'kerja', 'namuan', 'aktivitas', 'pelaksanaan', 'di', 'daerah', 'utama', 'di', 'daerah', 'pilih', 'resesdpr']","['reses', 'bukan', 'arti', 'para', 'anggota', 'DPR', 'tidak', 'kerja', 'pelaksanaan', 'pilih']","['di', 'di']","['masa', 'namuan', 'aktivitas', 'daerah', 'utama', 'daerah', 'resesdpr']"
34,2016-12-27T07:04:08.000Z,Dalam Masa Reses Anggota DPR akan melakukan kunjungan ke Dapil maupun kunjungan ke daerah lainnya dengan Alat Kelengkapan Dewan ResesDPR,dalam masa reses anggota DPR akan pelaksanaan kunjung ke dapil maupun kunjung ke daerah lain dengan alat lengkap dewan resesdpr,"['dalam', 'masa', 'reses', 'anggota', 'DPR', 'akan', 'pelaksanaan', 'kunjung', 'ke', 'dapil', 'maupun', 'kunjung', 'ke', 'daerah', 'lain', 'dengan', 'alat', 'lengkap', 'dewan', 'resesdpr']","['dalam', 'reses', 'anggota', 'DPR', 'pelaksanaan', 'kunjung', 'kunjung', 'lain', 'lengkap', 'dewan']","['ke', 'ke', 'dengan']","['masa', 'akan', 'dapil', 'maupun', 'daerah', 'alat', 'resesdpr']"
35,2016-12-27T07:02:47.000Z,Masa Reses adalah masa dimana Anggota DPR melakukan kegiatan di luar Masa Sidang terutama di luar gedung DPR ResesDPR,masa reses adalah masa mana anggota DPR pelaksanaan giat di luar masa sidang utama di luar gedung DPR resesdpr,"['masa', 'reses', 'adalah', 'masa', 'mana', 'anggota', 'DPR', 'pelaksanaan', 'giat', 'di', 'luar', 'masa', 'sidang', 'utama', 'di', 'luar', 'gedung', 'DPR', 'resesdpr']","['reses', 'anggota', 'DPR', 'pelaksanaan', 'sidang', 'DPR']","['di', 'di']","['masa', 'adalah', 'masa', 'mana', 'giat', 'luar', 'masa', 'utama', 'luar', 'gedung', 'resesdpr']"
36,2016-12-27T07:00:49.000Z,Masa Reses DPR Masa Persidangan II Tahun Sidang akan berlangsung dari tanggal Desember hingga Januari ResesDPR,masa reses DPR masa sidang II tahun sidang akan langsung dari tanggal desember hingga januari resesdpr,"['masa', 'reses', 'DPR', 'masa', 'sidang', 'II', 'tahun', 'sidang', 'akan', 'langsung', 'dari', 'tanggal', 'desember', 'hingga', 'januari', 'resesdpr']","['reses', 'DPR', 'sidang', 'sidang', 'langsung', 'tanggal']","['dari', 'hingga']","['masa', 'masa', 'II', 'tahun', 'akan', 'desember', 'januari', 'resesdpr']"
37,2016-12-27T06:59:33.000Z,Selamat sore Sahabat Parle Saat ini DPR RI sedang memasuki Masa Reses Masa Persidangan II Tahun Sidang ResesDPR,selamat sore sahabat parle saat ini DPR RI sedang pasuk masa reses masa sidang II tahun sidang resesdpr,"['selamat', 'sore', 'sahabat', 'parle', 'saat', 'ini', 'DPR', 'RI', 'sedang', 'pasuk', 'masa', 'reses', 'masa', 'sidang', 'II', 'tahun', 'sidang', 'resesdpr']","['selamat', 'sahabat', 'DPR', 'pasuk', 'reses', 'sidang', 'sidang']",['ini'],"['sore', 'parle', 'saat', 'RI', 'sedang', 'masa', 'masa', 'II', 'tahun', 'resesdpr']"
38,2016-12-27T03:09:09.000Z,Reses di Sinjai Anggota DPR RI Nasyid Umar Jemput Keluhan Warga,reses di sinjai anggota DPR RI nasyid umar jemput keluh warga,"['reses', 'di', 'sinjai', 'anggota', 'DPR', 'RI', 'nasyid', 'umar', 'jemput', 'keluh', 'warga']","['reses', 'anggota', 'DPR']",['di'],"['sinjai', 'RI', 'nasyid', 'umar', 'jemput', 'keluh', 'warga']"
39,2016-12-27T02:16:01.000Z,Kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan Nusa Tenggara Timur NTT itu memboyong,kabar manfaat waktu reses ini wakil rakyat daerah pilih nusa tenggara timur NTT itu boyong,"['kabar', 'manfaat', 'waktu', 'reses', 'ini', 'wakil', 'rakyat', 'daerah', 'pilih', 'nusa', 'tenggara', 'timur', 'NTT', 'itu', 'boyong']","['kabar', 'manfaat', 'reses', 'wakil', 'rakyat', 'pilih']","['ini', 'itu']","['waktu', 'daerah', 'nusa', 'tenggara', 'timur', 'NTT', 'boyong']"
40,2016-12-26T10:35:17.000Z,KUNINGAN KAPOL Reses Anggota DPR RI bisa dilakukan dengan berbagai cara Namun bagi KH Asep Maosul Affandi,KUNINGAN KAPOL reses anggota DPR RI dapat pelaksanaan dengan bagai cara tetapi bagi KAH asep maosul affandi,"['KUNINGAN', 'KAPOL', 'reses', 'anggota', 'DPR', 'RI', 'dapat', 'pelaksanaan', 'dengan', 'bagai', 'cara', 'tetapi', 'bagi', 'KAH', 'asep', 'maosul', 'affandi']","['reses', 'anggota', 'DPR', 'dapat', 'pelaksanaan', 'bagi']","['dengan', 'tetapi', 'KAH']","['KUNINGAN', 'KAPOL', 'RI', 'bagai', 'cara', 'asep', 'maosul', 'affandi']"
41,2016-12-26T08:41:36.000Z,CC Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,CC anggota DPR ini minta kebijakan bebas visa cabut,"['CC', 'anggota', 'DPR', 'ini', 'minta', 'kebijakan', 'bebas', 'visa', 'cabut']","['anggota', 'DPR', 'minta', 'kebijakan', 'bebas', 'cabut']",['ini'],"['CC', 'visa']"
42,2016-12-26T05:11:02.000Z,Inilah indikator kesuksesan reses Anggota DPR RI,ini indikator sukses reses anggota DPR RI,"['ini', 'indikator', 'sukses', 'reses', 'anggota', 'DPR', 'RI']","['sukses', 'reses', 'anggota', 'DPR']",['ini'],"['indikator', 'RI']"
43,2016-12-26T04:16:32.000Z,Ada misi Anggota DPR ketika masa reses Pertama untuk membangun akuntabilitas politik cc,ada misi anggota DPR ketika masa reses pertama untuk bangun akuntabilitas politik cc,"['ada', 'misi', 'anggota', 'DPR', 'ketika', 'masa', 'reses', 'pertama', 'untuk', 'bangun', 'akuntabilitas', 'politik', 'cc']","['ada', 'anggota', 'DPR', 'reses', 'politik']",['untuk'],"['misi', 'ketika', 'masa', 'pertama', 'bangun', 'akuntabilitas', 'cc']"
44,2016-12-26T03:42:57.000Z,Siang teman teman Tgl Des Jan anggota melaksanakan reses Apa yg perlu kt ketahui sbg konstituen? cc,siang teman teman tanggal des jangan anggota laksana reses apa yang perlu kita tahu bagai konstituen ? cc,"['siang', 'teman', 'teman', 'tanggal', 'des', 'jangan', 'anggota', 'laksana', 'reses', 'apa', 'yang', 'perlu', 'kita', 'tahu', 'bagai', 'konstituen', '?', 'cc']","['tanggal', 'jangan', 'anggota', 'reses', 'perlu', 'tahu']","['apa', 'yang']","['siang', 'teman', 'teman', 'des', 'laksana', 'kita', 'bagai', 'konstituen', '?', 'cc']"
45,2016-12-26T03:29:55.000Z,Akan Bentuk Pansus Pekerja Asing Ilegal SEGERA Tinjau Ulang Kebijakan Bebas Visa dengan RRC Pak,akan bentuk pansus kerja asing ilegal SEGERA tinjau ulang kebijakan bebas visa dengan RRC pak,"['akan', 'bentuk', 'pansus', 'kerja', 'asing', 'ilegal', 'SEGERA', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa', 'dengan', 'RRC', 'pak']","['bentuk', 'pansus', 'kerja', 'SEGERA', 'kebijakan', 'bebas']",['dengan'],"['akan', 'asing', 'ilegal', 'tinjau', 'ulang', 'visa', 'RRC', 'pak']"
46,2016-12-26T01:01:22.000Z,Terkait Kegiatan Reses Anggota DPR RI KPU dan Panwaslih Diuji Profesionalismenya,kait giat reses anggota DPR RI KPU dan panwaslih uji profesionalisme,"['kait', 'giat', 'reses', 'anggota', 'DPR', 'RI', 'KPU', 'dan', 'panwaslih', 'uji', 'profesionalisme']","['kait', 'reses', 'anggota', 'DPR', 'uji']",['dan'],"['giat', 'RI', 'KPU', 'panwaslih', 'profesionalisme']"
47,2016-12-25T15:07:03.000Z,Reses di Bone Anggota DPR RI Akbar Faisal Sampaikan ini,reses di bone anggota DPR RI akbar faisal sampai ini,"['reses', 'di', 'bone', 'anggota', 'DPR', 'RI', 'akbar', 'faisal', 'sampai', 'ini']","['reses', 'anggota', 'DPR', 'sampai']","['di', 'ini']","['bone', 'RI', 'akbar', 'faisal']"
48,2016-12-25T08:09:14.000Z,Temuan Komisi IX DPR RI Serbuan Buruh China Akibat Kebijakan Bebas Visa,temu komisi IX DPR RI serbu buruh china akibat kebijakan bebas visa,"['temu', 'komisi', 'IX', 'DPR', 'RI', 'serbu', 'buruh', 'china', 'akibat', 'kebijakan', 'bebas', 'visa']","['temu', 'komisi', 'DPR', 'akibat', 'kebijakan', 'bebas']",[],"['IX', 'RI', 'serbu', 'buruh', 'china', 'visa']"
49,2016-12-25T01:14:32.000Z,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana,kemankalian saat rakyat jerit karena kebijakan eksekutip yang gila ? dprkemana,"['kemankalian', 'saat', 'rakyat', 'jerit', 'karena', 'kebijakan', 'eksekutip', 'yang', 'gila', '?', 'dprkemana']","['rakyat', 'jerit', 'kebijakan', 'gila']","['karena', 'yang']","['kemankalian', 'saat', 'eksekutip', '?', 'dprkemana']"
50,2016-12-24T13:54:06.000Z,Komisi IX Ketua Komisi IX DPR RI merekomendasikan kpd pem agar tinjau ulang kebijakan bebas visa,komisi IX ketua komisi IX DPR RI rekomendasi kepada pem agar tinjau ulang kebijakan bebas visa,"['komisi', 'IX', 'ketua', 'komisi', 'IX', 'DPR', 'RI', 'rekomendasi', 'kepada', 'pem', 'agar', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa']","['komisi', 'komisi', 'DPR', 'agar', 'kebijakan', 'bebas']",[],"['IX', 'ketua', 'IX', 'RI', 'rekomendasi', 'kepada', 'pem', 'tinjau', 'ulang', 'visa']"
