no,timestamp,teks,teks_processed,tokens,matched_words,unmatched_words,removed_words
2368,2016-07-25T07:11:15.000Z,Dan Rapat Paripurna Ke ini karena terbukti tidak kuorum mk harus diulang kembali Cc Sekian,dan rapat paripurna ke ini karena bukti tidak kuorum maka harus ulang kembali cc sekian,"['dan', 'rapat', 'paripurna', 'ke', 'ini', 'karena', 'bukti', 'tidak', 'kuorum', 'maka', 'harus', 'ulang', 'kembali', 'cc', 'sekian']","['rapat', 'paripurna', 'bukti', 'tidak', 'harus']","['dan', 'ke', 'ini', 'karena']","['kuorum', 'maka', 'ulang', 'kembali', 'cc', 'sekian']"
2369,2016-07-25T07:08:16.000Z,Jangan sampai kejadian sprti ini terulang kembali pada Rapat Paripurna yang akan datang Cc,jangan sampai jadi seperti ini ulang kembali pada rapat paripurna yang akan datang cc,"['jangan', 'sampai', 'jadi', 'seperti', 'ini', 'ulang', 'kembali', 'pada', 'rapat', 'paripurna', 'yang', 'akan', 'datang', 'cc']","['jangan', 'sampai', 'jadi', 'seperti', 'rapat', 'paripurna', 'datang']","['ini', 'pada', 'yang']","['ulang', 'kembali', 'akan', 'cc']"
2370,2016-07-25T07:06:32.000Z,Jd sy berharap kpd saudara Ketua kanda tolong Rapat Paripurna ini tolong diperhatikan dgn serius,jadi saya harap kepada saudara ketua kanda tolong rapat paripurna ini tolong perhati dengan serius,"['jadi', 'saya', 'harap', 'kepada', 'saudara', 'ketua', 'kanda', 'tolong', 'rapat', 'paripurna', 'ini', 'tolong', 'perhati', 'dengan', 'serius']","['jadi', 'harap', 'tolong', 'rapat', 'paripurna', 'tolong', 'serius']","['saya', 'ini', 'dengan']","['kepada', 'saudara', 'ketua', 'kanda', 'perhati']"
2371,2016-07-25T07:04:45.000Z,Tanpa mlalui Rapat Paripurna kbijakan yg sblumnya digodok di AKD hanyalah brsifat sbg wacana Cc,tanpa mlalui rapat paripurna kbijakan yang sblumnya godok di AKD hanya brsifat bagai wacana cc,"['tanpa', 'mlalui', 'rapat', 'paripurna', 'kbijakan', 'yang', 'sblumnya', 'godok', 'di', 'AKD', 'hanya', 'brsifat', 'bagai', 'wacana', 'cc']","['rapat', 'paripurna', 'hanya', 'wacana']","['yang', 'di']","['tanpa', 'mlalui', 'kbijakan', 'sblumnya', 'godok', 'AKD', 'brsifat', 'bagai', 'cc']"
2372,2016-07-25T07:02:43.000Z,Komisi VI Dewan Perwakilan Rakyat DPR sedang membahas revisi Undang undang Nomor Tahun tentang Bad,komisi VI dewan wakil rakyat DPR sedang bahas revisi undang undang nomor tahun tentang bad,"['komisi', 'VI', 'dewan', 'wakil', 'rakyat', 'DPR', 'sedang', 'bahas', 'revisi', 'undang', 'undang', 'nomor', 'tahun', 'tentang', 'bad']","['komisi', 'dewan', 'wakil', 'rakyat', 'DPR', 'bahas', 'revisi', 'undang', 'undang', 'tentang', 'bad']",[],"['VI', 'sedang', 'nomor', 'tahun']"
2373,2016-07-25T07:01:14.000Z,DPR Siap Godok Revisi UU BUMN Komisi VI Dewan Perwakilan Rakyat DPR sedang membahas revisi Undang undang,DPR siap godok revisi UU BUMN komisi VI dewan wakil rakyat DPR sedang bahas revisi undang undang,"['DPR', 'siap', 'godok', 'revisi', 'UU', 'BUMN', 'komisi', 'VI', 'dewan', 'wakil', 'rakyat', 'DPR', 'sedang', 'bahas', 'revisi', 'undang', 'undang']","['DPR', 'siap', 'revisi', 'UU', 'komisi', 'dewan', 'wakil', 'rakyat', 'DPR', 'bahas', 'revisi', 'undang', 'undang']",[],"['godok', 'BUMN', 'VI', 'sedang']"
2374,2016-07-25T07:00:35.000Z,DPR Siap Godok Revisi UU BUMN Komisi VI Dewan Perwakilan Rakyat DPR sedang membahas revisi Undang undang Nomor Tahun tent,DPR siap godok revisi UU BUMN komisi VI dewan wakil rakyat DPR sedang bahas revisi undang undang nomor tahun tent,"['DPR', 'siap', 'godok', 'revisi', 'UU', 'BUMN', 'komisi', 'VI', 'dewan', 'wakil', 'rakyat', 'DPR', 'sedang', 'bahas', 'revisi', 'undang', 'undang', 'nomor', 'tahun', 'tent']","['DPR', 'siap', 'revisi', 'UU', 'komisi', 'dewan', 'wakil', 'rakyat', 'DPR', 'bahas', 'revisi', 'undang', 'undang']",[],"['godok', 'BUMN', 'VI', 'sedang', 'nomor', 'tahun', 'tent']"
2375,2016-07-25T01:59:55.000Z,Agenda DPR Senin Pukul WIB Komisi III Rapat Panja RUU KUHP agendaDPR,agenda DPR senin pukul WIB komisi II rapat panja RUU KUHP agendadpr,"['agenda', 'DPR', 'senin', 'pukul', 'WIB', 'komisi', 'II', 'rapat', 'panja', 'RUU', 'KUHP', 'agendadpr']","['DPR', 'pukul', 'komisi', 'rapat', 'panja', 'RUU']",[],"['agenda', 'senin', 'WIB', 'II', 'KUHP', 'agendadpr']"
2376,2016-07-25T01:59:33.000Z,Agenda DPR Senin Pukul WIB Komisi I Rapat Panja RUU Perubahan atas UU No tentang ITE agendaDPR,agenda DPR senin pukul WIB komisi i rapat panja RUU ubah atas UU no tentang ITE agendadpr,"['agenda', 'DPR', 'senin', 'pukul', 'WIB', 'komisi', 'i', 'rapat', 'panja', 'RUU', 'ubah', 'atas', 'UU', 'no', 'tentang', 'ITE', 'agendadpr']","['DPR', 'pukul', 'komisi', 'rapat', 'panja', 'RUU', 'atas', 'UU', 'tentang']",[],"['agenda', 'senin', 'WIB', 'i', 'ubah', 'no', 'ITE', 'agendadpr']"
2377,2016-07-25T01:57:58.000Z,Agenda DPR Senin Pukul WIB Rapat Paripurna DPR Ke Masa Persidangan V Tahun Sidang agendaDPR,agenda DPR senin pukul WIB rapat paripurna DPR ke masa sidang v tahun sidang agendadpr,"['agenda', 'DPR', 'senin', 'pukul', 'WIB', 'rapat', 'paripurna', 'DPR', 'ke', 'masa', 'sidang', 'v', 'tahun', 'sidang', 'agendadpr']","['DPR', 'pukul', 'rapat', 'paripurna', 'DPR', 'sidang', 'sidang']",['ke'],"['agenda', 'senin', 'WIB', 'masa', 'v', 'tahun', 'agendadpr']"
2378,2016-07-24T04:54:24.000Z,Kebijakan salah sasaran prtumbuhan pesat itu dijawa hrsnya kereta cepat jalan sekelas tol dikebut,kebijakan salah sasar prtumbuhan pesat itu dijawa harus kereta cepat jalan kelas tol kebut,"['kebijakan', 'salah', 'sasar', 'prtumbuhan', 'pesat', 'itu', 'dijawa', 'harus', 'kereta', 'cepat', 'jalan', 'kelas', 'tol', 'kebut']","['kebijakan', 'salah', 'pesat', 'harus', 'kereta', 'cepat', 'kelas']",['itu'],"['sasar', 'prtumbuhan', 'dijawa', 'jalan', 'tol', 'kebut']"
2379,2016-07-24T04:28:01.000Z,Bole jadi kebijakan lalu salah Pertumbuhan penduduk ramai di Jawa Maka Jawa perlu kereta api cepat?,boleh jadi kebijakan lalu salah tumbuh kedudukan ramai di jawa maka jawa perlu kereta api cepat ?,"['boleh', 'jadi', 'kebijakan', 'lalu', 'salah', 'tumbuh', 'kedudukan', 'ramai', 'di', 'jawa', 'maka', 'jawa', 'perlu', 'kereta', 'api', 'cepat', '?']","['boleh', 'jadi', 'kebijakan', 'lalu', 'salah', 'ramai', 'perlu', 'kereta', 'api', 'cepat']",['di'],"['tumbuh', 'kedudukan', 'jawa', 'maka', 'jawa', '?']"
2380,2016-07-24T01:49:02.000Z,Pansus RUU Terorisme Datangi Ponpes Al Mukmin Ngruki Pansus Revisi UU Terorisme DPR RI mendatangi Ponpes Al,pansus RUU terorisme datang ponpes al mukmin ngruki pansus revisi UU terorisme DPR RI datang ponpes al,"['pansus', 'RUU', 'terorisme', 'datang', 'ponpes', 'al', 'mukmin', 'ngruki', 'pansus', 'revisi', 'UU', 'terorisme', 'DPR', 'RI', 'datang', 'ponpes', 'al']","['pansus', 'RUU', 'datang', 'pansus', 'revisi', 'UU', 'DPR', 'datang']",[],"['terorisme', 'ponpes', 'al', 'mukmin', 'ngruki', 'terorisme', 'RI', 'ponpes', 'al']"
2381,2016-07-23T22:34:18.000Z,Radio ANDIKA Dewan Perwakilan Rakyat DPR lewat Panitia Khusus Pansus Revisi Undang Undang UU,radio ANDIKA dewan wakil rakyat DPR lewat panitia khusus pansus revisi undang undang UU,"['radio', 'ANDIKA', 'dewan', 'wakil', 'rakyat', 'DPR', 'lewat', 'panitia', 'khusus', 'pansus', 'revisi', 'undang', 'undang', 'UU']","['dewan', 'wakil', 'rakyat', 'DPR', 'lewat', 'panitia', 'pansus', 'revisi', 'undang', 'undang', 'UU']",[],"['radio', 'ANDIKA', 'khusus']"
2382,2016-07-23T18:16:56.000Z,TNI Serahkan Sepenuhnya Pembahasan RUU Terorisme JAKARTA Dewan Perwakilan Rakyat,TNI serah sepenuh bahas RUU terorisme JAKARTA dewan wakil rakyat,"['TNI', 'serah', 'sepenuh', 'bahas', 'RUU', 'terorisme', 'JAKARTA', 'dewan', 'wakil', 'rakyat']","['serah', 'bahas', 'RUU', 'dewan', 'wakil', 'rakyat']",[],"['TNI', 'sepenuh', 'terorisme', 'JAKARTA']"
2383,2016-07-23T08:55:29.000Z,Kisi Kisi Draft RUU Kebidanan lewat,kisi kisi draft RUU bidan lewat,"['kisi', 'kisi', 'draft', 'RUU', 'bidan', 'lewat']","['kisi', 'kisi', 'RUU', 'lewat']",[],"['draft', 'bidan']"
2384,2016-07-23T06:11:48.000Z,Catatan ISAC Kepada Pansus DPR RI Terkait Revisi Undang Undang Anti Terorisme,catat ISAC kepada pansus DPR RI kait revisi undang undang anti terorisme,"['catat', 'ISAC', 'kepada', 'pansus', 'DPR', 'RI', 'kait', 'revisi', 'undang', 'undang', 'anti', 'terorisme']","['pansus', 'DPR', 'kait', 'revisi', 'undang', 'undang', 'anti']",[],"['catat', 'ISAC', 'kepada', 'RI', 'terorisme']"
2385,2016-07-23T06:08:57.000Z,MESKI TAK LAKSANAKAN RESES ADAKAH WAKIL RAKYAT YANG NEKAD CAIRKAN DANA RESES? Ketua DPRD KSB Dianggarkan Rp,MESKI TAK LAKSANA RESES ADA WAKIL RAKYAT YANG NEKAD CAIR DANA RESES ? ketua DPRD KSB anggaran rp,"['MESKI', 'TAK', 'LAKSANA', 'RESES', 'ADA', 'WAKIL', 'RAKYAT', 'YANG', 'NEKAD', 'CAIR', 'DANA', 'RESES', '?', 'ketua', 'DPRD', 'KSB', 'anggaran', 'rp']","['MESKI', 'RESES', 'ADA', 'WAKIL', 'RAKYAT', 'CAIR', 'DANA', 'RESES', 'DPRD']",['YANG'],"['TAK', 'LAKSANA', 'NEKAD', '?', 'ketua', 'KSB', 'anggaran', 'rp']"
2386,2016-07-23T06:02:14.000Z,Komisi XI DPR RI yang menerima usulan pemerintah soal kebijakan pengampunan pajak untuk disahkan menjadi UU T,komisi XI DPR RI yang terima usul pemerintah soal kebijakan ampun pajak untuk sah jadi UU t,"['komisi', 'XI', 'DPR', 'RI', 'yang', 'terima', 'usul', 'pemerintah', 'soal', 'kebijakan', 'ampun', 'pajak', 'untuk', 'sah', 'jadi', 'UU', 't']","['komisi', 'DPR', 'terima', 'usul', 'pemerintah', 'soal', 'kebijakan', 'ampun', 'pajak', 'sah', 'jadi', 'UU']","['yang', 'untuk']","['XI', 'RI', 't']"
2387,2016-07-23T04:15:06.000Z,Kebijakan Mandatori B Rugikan Rakyat,kebijakan mandatori b rugi rakyat,"['kebijakan', 'mandatori', 'b', 'rugi', 'rakyat']","['kebijakan', 'rugi', 'rakyat']",[],"['mandatori', 'b']"
2388,2016-07-23T02:22:58.000Z,Baleg DPR RI Dorong Pengesahan RUU Pertembakauan Kabupaten Temanggung via,baleg DPR RI dorong pengesahan RUU tembakau kabupaten pertanggungjawaban via,"['baleg', 'DPR', 'RI', 'dorong', 'pengesahan', 'RUU', 'tembakau', 'kabupaten', 'pertanggungjawaban', 'via']","['baleg', 'DPR', 'pengesahan', 'RUU', 'tembakau']",[],"['RI', 'dorong', 'kabupaten', 'pertanggungjawaban', 'via']"
2389,2016-07-23T01:00:02.000Z,Kebijakan pemerintah yang melibatkan bank asing untuk menampung dana tax amnesty dikritisi anggota DPR Anggota,kebijakan pemerintah yang libat bank asing untuk tampung dana tax amnesty kritisi anggota DPR anggota,"['kebijakan', 'pemerintah', 'yang', 'libat', 'bank', 'asing', 'untuk', 'tampung', 'dana', 'tax', 'amnesty', 'kritisi', 'anggota', 'DPR', 'anggota']","['kebijakan', 'pemerintah', 'dana', 'anggota', 'DPR', 'anggota']","['yang', 'untuk']","['libat', 'bank', 'asing', 'tampung', 'tax', 'amnesty', 'kritisi']"
2390,2016-07-22T11:35:32.000Z,Dewan Perwakilan Rakyat Daerah DKI Jakarta baru saja melakukan reses keduanya,dewan wakil rakyat daerah DKI jakarta baru saja pelaksanaan reses dua,"['dewan', 'wakil', 'rakyat', 'daerah', 'DKI', 'jakarta', 'baru', 'saja', 'pelaksanaan', 'reses', 'dua']","['dewan', 'wakil', 'rakyat', 'saja', 'pelaksanaan', 'reses', 'dua']",[],"['daerah', 'DKI', 'jakarta', 'baru']"
2391,2016-07-22T11:30:57.000Z,tahun RUU PRT diabaikan wakil rakyat via,tahun RUU PRT abai wakil rakyat via,"['tahun', 'RUU', 'PRT', 'abai', 'wakil', 'rakyat', 'via']","['RUU', 'abai', 'wakil', 'rakyat']",[],"['tahun', 'PRT', 'via']"
2392,2016-07-22T09:55:33.000Z,Berdasarkan reses Dewan Perwakilan Rakyat Daerah DPRD fraksi Partai Demokrasi Indonesia Perjuangan PDIP,dasar reses dewan wakil rakyat daerah DPRD partai partai demokrasi indonesia juang PDIP,"['dasar', 'reses', 'dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'partai', 'partai', 'demokrasi', 'indonesia', 'juang', 'PDIP']","['reses', 'dewan', 'wakil', 'rakyat', 'DPRD', 'juang']",[],"['dasar', 'daerah', 'partai', 'partai', 'demokrasi', 'indonesia', 'PDIP']"
2393,2016-07-22T07:32:26.000Z,RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang,RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang,"['RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang']","['RUU', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang']","['untuk', 'ke']","['pertanggungjawaban', 'APBN']"
2394,2016-07-22T07:09:32.000Z,RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang Rapat Paripurna ke,RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang rapat paripurna ke,"['RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang', 'rapat', 'paripurna', 'ke']","['RUU', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang', 'rapat', 'paripurna']","['untuk', 'ke', 'ke']","['pertanggungjawaban', 'APBN']"
2395,2016-07-22T07:06:38.000Z,TribunNASIONAL RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang,tribunnasional RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang,"['tribunnasional', 'RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang']","['RUU', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang']","['untuk', 'ke']","['tribunnasional', 'pertanggungjawaban', 'APBN']"
2396,2016-07-22T07:06:08.000Z,Tribun RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang Rapat NewsToday,tribun RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang rapat newstoday,"['tribun', 'RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang', 'rapat', 'newstoday']","['RUU', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang', 'rapat']","['untuk', 'ke']","['tribun', 'pertanggungjawaban', 'APBN', 'newstoday']"
2397,2016-07-22T07:05:52.000Z,Surya News RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang Rapat,surya news RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang rapat,"['surya', 'news', 'RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang', 'rapat']","['RUU', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang', 'rapat']","['untuk', 'ke']","['surya', 'news', 'pertanggungjawaban', 'APBN']"
2398,2016-07-22T07:04:46.000Z,RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang beritanegara,RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang beritanegara,"['RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang', 'beritanegara']","['RUU', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang']","['untuk', 'ke']","['pertanggungjawaban', 'APBN', 'beritanegara']"
2399,2016-07-22T04:27:41.000Z,Terkait Revisi Undang Undang Anti Terorisme ISAC Sampaikan Catatan kepada Pansus DPR RI,kait revisi undang undang anti terorisme ISAC sampai catat kepada pansus DPR RI,"['kait', 'revisi', 'undang', 'undang', 'anti', 'terorisme', 'ISAC', 'sampai', 'catat', 'kepada', 'pansus', 'DPR', 'RI']","['kait', 'revisi', 'undang', 'undang', 'anti', 'sampai', 'pansus', 'DPR']",[],"['terorisme', 'ISAC', 'catat', 'kepada', 'RI']"
2400,2016-07-22T04:25:22.000Z,Terkait Revusi Undang Undang Anti Terorisme ISAC Sampaikan Catatan kepada Pansus DPR RI,kait revusi undang undang anti terorisme ISAC sampai catat kepada pansus DPR RI,"['kait', 'revusi', 'undang', 'undang', 'anti', 'terorisme', 'ISAC', 'sampai', 'catat', 'kepada', 'pansus', 'DPR', 'RI']","['kait', 'undang', 'undang', 'anti', 'sampai', 'pansus', 'DPR']",[],"['revusi', 'terorisme', 'ISAC', 'catat', 'kepada', 'RI']"
2401,2016-07-21T23:56:03.000Z,HarmoniPagi Komisi X DPR RI memberikan dukungan Mendikbud yg menelurkan kebijakan kebijakan yang memberikan perubahan,harmonipagi komisi kali DPR RI beri dukungan mendikbud yang telur kebijakan kebijakan yang beri ubah,"['harmonipagi', 'komisi', 'kali', 'DPR', 'RI', 'beri', 'dukungan', 'mendikbud', 'yang', 'telur', 'kebijakan', 'kebijakan', 'yang', 'beri', 'ubah']","['komisi', 'DPR', 'beri', 'dukungan', 'kebijakan', 'kebijakan', 'beri']","['yang', 'yang']","['harmonipagi', 'kali', 'RI', 'mendikbud', 'telur', 'ubah']"
2402,2016-07-21T18:01:27.000Z,Realisasi Program Legislasi Nasional DPR RI Jumlah RUU yang telah disahkan menjadi undang undang menurut tah,realisasi program legislasi nasional DPR RI jumlah RUU yang telah sah jadi undang undang turut teh,"['realisasi', 'program', 'legislasi', 'nasional', 'DPR', 'RI', 'jumlah', 'RUU', 'yang', 'telah', 'sah', 'jadi', 'undang', 'undang', 'turut', 'teh']","['realisasi', 'DPR', 'RUU', 'sah', 'jadi', 'undang', 'undang', 'turut', 'teh']",['yang'],"['program', 'legislasi', 'nasional', 'RI', 'jumlah', 'telah']"
2403,2016-07-21T14:53:03.000Z,Kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU Tembakau yg memuat racun nikotin perusak kesehatan otak dan paru insan?,kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU tembakau yang muat racun nikotin usak sehat otak dan paru insan ?,"['kenapa', 'mata', 'jadi', 'buta', 'telinga', 'jadi', 'tuli', 'bila', 'anggota', 'DPR', 'bahas', 'RUU', 'tembakau', 'yang', 'muat', 'racun', 'nikotin', 'usak', 'sehat', 'otak', 'dan', 'paru', 'insan', '?']","['mata', 'jadi', 'buta', 'jadi', 'tuli', 'anggota', 'DPR', 'bahas', 'RUU', 'tembakau', 'usak', 'sehat', 'otak']","['yang', 'dan']","['kenapa', 'telinga', 'bila', 'muat', 'racun', 'nikotin', 'paru', 'insan', '?']"
2404,2016-07-21T14:44:24.000Z,Ya Allah sadarkamlah anggota DPR bahwa RUU Pertembakauan yg angkat tembakau warisan budaya memuat zat adiktif nikotin yg rusak kesehatan!,ya allah sadarkamlah anggota DPR bahwa RUU tembakau yang angkat tembakau waris budaya muat zat adiktif nikotin yang rusak sehat !,"['ya', 'allah', 'sadarkamlah', 'anggota', 'DPR', 'bahwa', 'RUU', 'tembakau', 'yang', 'angkat', 'tembakau', 'waris', 'budaya', 'muat', 'zat', 'adiktif', 'nikotin', 'yang', 'rusak', 'sehat', '!']","['allah', 'anggota', 'DPR', 'RUU', 'tembakau', 'angkat', 'tembakau', 'waris', 'adiktif', 'rusak', 'sehat']","['ya', 'yang', 'yang']","['sadarkamlah', 'bahwa', 'budaya', 'muat', 'zat', 'nikotin', '!']"
2405,2016-07-21T10:47:30.000Z,kom bambang jatim jadi ini yg saya sampaikan semoga suara kita sbg wakil rakyat bisa sampai pd pemegang kebijakan,kom bambang jatim jadi ini yang saya sampai moga suara kita bagai wakil rakyat dapat sampai pada pegang kebijakan,"['kom', 'bambang', 'jatim', 'jadi', 'ini', 'yang', 'saya', 'sampai', 'moga', 'suara', 'kita', 'bagai', 'wakil', 'rakyat', 'dapat', 'sampai', 'pada', 'pegang', 'kebijakan']","['jadi', 'sampai', 'moga', 'suara', 'wakil', 'rakyat', 'dapat', 'sampai', 'pegang', 'kebijakan']","['ini', 'yang', 'saya', 'pada']","['kom', 'bambang', 'jatim', 'kita', 'bagai']"
2406,2016-07-21T09:18:55.000Z,DPR Setuju Pembahasan RUU Pertanggungjawaban APBN,DPR tuju bahas RUU pertanggungjawaban APBN,"['DPR', 'tuju', 'bahas', 'RUU', 'pertanggungjawaban', 'APBN']","['DPR', 'tuju', 'bahas', 'RUU']",[],"['pertanggungjawaban', 'APBN']"
2407,2016-07-21T08:52:46.000Z,Kalau Jokowi Melarang Menggugat atau Mengadilin Kebijakan Gubernur Yang Melanggar Hukuim artinya akan ada Gubernur DITAKTOR,jika jokowi larang penggugatan atau mengadilin kebijakan gubernur yang langgar hukuim arti akan ada gubernur DITAKTOR,"['jika', 'jokowi', 'larang', 'penggugatan', 'atau', 'mengadilin', 'kebijakan', 'gubernur', 'yang', 'langgar', 'hukuim', 'arti', 'akan', 'ada', 'gubernur', 'DITAKTOR']","['larang', 'kebijakan', 'arti', 'ada']","['jika', 'atau', 'yang']","['jokowi', 'penggugatan', 'mengadilin', 'gubernur', 'langgar', 'hukuim', 'akan', 'gubernur', 'DITAKTOR']"
2408,2016-07-21T08:50:02.000Z,Kebijakan mengalahkan Undang Undang,kebijakan kalah undang undang,"['kebijakan', 'kalah', 'undang', 'undang']","['kebijakan', 'kalah', 'undang', 'undang']",[],[]
2409,2016-07-21T06:50:19.000Z,Retweeted Fraksi PKS DPR RI Naskah Lengkap Pandangan Fraksi PKS terhadap RUU Pertangungjawaban,retweeted partai PKS DPR RI naskah lengkap pandang partai PKS hadap RUU pertangungjawaban,"['retweeted', 'partai', 'PKS', 'DPR', 'RI', 'naskah', 'lengkap', 'pandang', 'partai', 'PKS', 'hadap', 'RUU', 'pertangungjawaban']","['PKS', 'DPR', 'lengkap', 'pandang', 'PKS', 'RUU']",[],"['retweeted', 'partai', 'RI', 'naskah', 'partai', 'hadap', 'pertangungjawaban']"
2410,2016-07-21T05:42:30.000Z,News Realisasi Program Legislasi Nasional DPR RI Jumlah RUU yang telah disahkan menjadi undang und newsfeed,news realisasi program legislasi nasional DPR RI jumlah RUU yang telah sah jadi undang und newsfeed,"['news', 'realisasi', 'program', 'legislasi', 'nasional', 'DPR', 'RI', 'jumlah', 'RUU', 'yang', 'telah', 'sah', 'jadi', 'undang', 'und', 'newsfeed']","['realisasi', 'DPR', 'RUU', 'sah', 'jadi', 'undang']",['yang'],"['news', 'program', 'legislasi', 'nasional', 'RI', 'jumlah', 'telah', 'und', 'newsfeed']"
2411,2016-07-21T05:41:53.000Z,Realisasi Program Legislasi Nasional DPR RI Jumlah RUU yang telah disahkan menjadi undang undang menurut tahun anggaran se,realisasi program legislasi nasional DPR RI jumlah RUU yang telah sah jadi undang undang turut tahun anggaran se,"['realisasi', 'program', 'legislasi', 'nasional', 'DPR', 'RI', 'jumlah', 'RUU', 'yang', 'telah', 'sah', 'jadi', 'undang', 'undang', 'turut', 'tahun', 'anggaran', 'se']","['realisasi', 'DPR', 'RUU', 'sah', 'jadi', 'undang', 'undang', 'turut']",['yang'],"['program', 'legislasi', 'nasional', 'RI', 'jumlah', 'telah', 'tahun', 'anggaran', 'se']"
2412,2016-07-21T05:41:39.000Z,Jumlah RUU yang telah disahkan menjadi undang undang menurut tahun anggaran sebanyak,jumlah RUU yang telah sah jadi undang undang turut tahun anggaran banyak,"['jumlah', 'RUU', 'yang', 'telah', 'sah', 'jadi', 'undang', 'undang', 'turut', 'tahun', 'anggaran', 'banyak']","['RUU', 'sah', 'jadi', 'undang', 'undang', 'turut', 'banyak']",['yang'],"['jumlah', 'telah', 'tahun', 'anggaran']"
2413,2016-07-21T05:32:43.000Z,Mosok kebijakan yg merugikan negara mau dilarang dipidana? Sampeyan pelindung korupsi otoriter?,mosok kebijakan yang rugi negara mau larang pidana ? sampeyan lindung korupsi otoriter ?,"['mosok', 'kebijakan', 'yang', 'rugi', 'negara', 'mau', 'larang', 'pidana', '?', 'sampeyan', 'lindung', 'korupsi', 'otoriter', '?']","['kebijakan', 'rugi', 'mau', 'larang', 'lindung', 'korupsi']",['yang'],"['mosok', 'negara', 'pidana', '?', 'sampeyan', 'otoriter', '?']"
2414,2016-07-21T05:25:42.000Z,Jokowi Larang Polisi dan Jaksa Pidanakan Kebijakan Gubernur,jokowi larang polisi dan jaksa pidana kebijakan gubernur,"['jokowi', 'larang', 'polisi', 'dan', 'jaksa', 'pidana', 'kebijakan', 'gubernur']","['larang', 'kebijakan']",['dan'],"['jokowi', 'polisi', 'jaksa', 'pidana', 'gubernur']"
2415,2016-07-21T03:38:34.000Z,Wagub Jateng terima pansus RUU PemberantasanTerorisme DPR RI di Pendopo Walikota Surakarta,wagub jateng terima pansus RUU pemberantasanterorisme DPR RI di pendopo walikota surakarta,"['wagub', 'jateng', 'terima', 'pansus', 'RUU', 'pemberantasanterorisme', 'DPR', 'RI', 'di', 'pendopo', 'walikota', 'surakarta']","['terima', 'pansus', 'RUU', 'DPR']",['di'],"['wagub', 'jateng', 'pemberantasanterorisme', 'RI', 'pendopo', 'walikota', 'surakarta']"
2416,2016-07-21T03:25:57.000Z,Anggota dpr dki itu psti ngelak trm duit suap Sdh jd rahasia umum tiap ruu psti trjd bargaining Tinggal pintar jaksa punya sadapan gak,anggota dpr dki itu pasti ngelak trm duit suap sudah jadi rahasia umum tiap ruu pasti jadi bargaining tinggal pintar jaksa punya sadap tidak,"['anggota', 'dpr', 'dki', 'itu', 'pasti', 'ngelak', 'trm', 'duit', 'suap', 'sudah', 'jadi', 'rahasia', 'umum', 'tiap', 'ruu', 'pasti', 'jadi', 'bargaining', 'tinggal', 'pintar', 'jaksa', 'punya', 'sadap', 'tidak']","['anggota', 'dpr', 'pasti', 'suap', 'sudah', 'jadi', 'rahasia', 'umum', 'ruu', 'pasti', 'jadi', 'tinggal', 'punya', 'tidak']",['itu'],"['dki', 'ngelak', 'trm', 'duit', 'tiap', 'bargaining', 'pintar', 'jaksa', 'sadap']"
